filename,CU:,SR:,CS:,species,master_tape
5803700H,800  B47.50  12.84,40960,1.284,Long-Finned Pilot Whale,58037
5803700I,800  B47.50  38.08,40960,1.284,Long-Finned Pilot Whale,58037
5803700J,800  B47.50  41.16,40960,1.809,Long-Finned Pilot Whale,58037
5803700K,1070  B18.00  1:46.047,81600,0.545,Long-Finned Pilot Whale,58037
5803700L,1070  B18.00  1:46.503,81600,0.500,Long-Finned Pilot Whale,58037
5803700M,1070  B18.00  1:46.936,81600,0.670,Long-Finned Pilot Whale,58037
5803700N,1070  B18.00  1:47.688,81600,0.693,Long-Finned Pilot Whale,58037
5803700O,1070  B18.00  1:48.451,81600,0.257,Long-Finned Pilot Whale,58037
5803700P,1070  B18.00  1:48.751,81600,0.105,Long-Finned Pilot Whale,58037
5803700Q,1070  B18.00  1:49.250,81600,0.549,Long-Finned Pilot Whale,58037
5803700R,1070  B18.00  1:49.845,81600,0.085,Long-Finned Pilot Whale,58037
5803700S,1070  B18.00  1:50.669,81600,0.285,Long-Finned Pilot Whale,58037
5803700T,1070  B18.00  1:51.335,81600,0.309,Long-Finned Pilot Whale,58037
5803700U,1070  B18.00  1:54.180,81600,0.698,Long-Finned Pilot Whale,58037
5803700V,1070  B18.00  2:02.713,81600,0.343,Long-Finned Pilot Whale,58037
5803700X,1070  B18.00  2:03.026,81600,0.386,Long-Finned Pilot Whale,58037
5803700Y,1070  B18.00  2:07.537,81600,0.989,Long-Finned Pilot Whale,58037
5803700Z,1070  B18.00  2:19.540,81600,2.212,Long-Finned Pilot Whale,58037
58037010,1070  B18.00  2:22.512,81600,3.184,Long-Finned Pilot Whale,58037
58037011,1070  B18.00  2:25.704,81600,3.192,Long-Finned Pilot Whale,58037
58037012,1070  B18.00  2:28.936,81600,2.114,Long-Finned Pilot Whale,58037
58037013,1070  B18.00  2:31.848,81600,1.260,Long-Finned Pilot Whale,58037
58037014,1070  B18.00  3:12.114,81600,0.744,Long-Finned Pilot Whale,58037
58037015,1070  B18.00  3:38.815,81600,0.922,Long-Finned Pilot Whale,58037
58037016,1070  B18.00  4:34.858,81600,2.152,Long-Finned Pilot Whale,58037
58037017,1070  B18.00  5:05.953,81600,1.043,Long-Finned Pilot Whale,58037
58037018,1070  B18.00  5:16.903,81600,0.622,Long-Finned Pilot Whale,58037
58037019,1070  B18.00  5:28.335,81600,0.650,Long-Finned Pilot Whale,58037
5803701A,1070  B18.00  7:04.176,81600,0.687,Long-Finned Pilot Whale,58037
5803701B,1070  B18.00  7:12.092,81600,2.300,Long-Finned Pilot Whale,58037
5803701C,1070  B18.00  7:14.130,81600,2.345,Long-Finned Pilot Whale,58037
5803701D,1070  B18.00  7:16.422,81600,0.556,Long-Finned Pilot Whale,58037
5803701E,1070  B18.00  7:30.470,81600,0.818,Long-Finned Pilot Whale,58037
5803701F,1070  B18.00  7:31.254,81600,1.733,Long-Finned Pilot Whale,58037
5803701G,1070  B18.00  7:35.011,81600,1.796,Long-Finned Pilot Whale,58037
5803701H,1070  B18.00  8:26.042,81600,1.347,Long-Finned Pilot Whale,58037
5803701I,1070  B18.00  9:06.252,81600,1.549,Long-Finned Pilot Whale,58037
5803701J,1070  B18.00  9:13.012,81600,0.474,Long-Finned Pilot Whale,58037
75004001,1095  B30:00  0:05.508,81600,2.250,Long-Finned Pilot Whale,75004
75004002,1095  B30:00  0:07.703,81600,1.515,Long-Finned Pilot Whale,75004
75004003,1095  B30:00  0:12.711,81600,1.498,Long-Finned Pilot Whale,75004
75004004,1095  B30:00  0:16.890,81600,1.079,Long-Finned Pilot Whale,75004
75004005,1095  B30:00  0:22.876,81600,0.956,Long-Finned Pilot Whale,75004
75004006,1095  B30:00  0:23.748,81600,1.185,Long-Finned Pilot Whale,75004
75004007,1095  B30:00  0:25.035,81600,1.631,Long-Finned Pilot Whale,75004
75004008,1095  B30:00  0:35.671,81600,1.800,Long-Finned Pilot Whale,75004
75004009,1095  B30:00  0:37.662,81600,0.875,Long-Finned Pilot Whale,75004
7500400A,1095  B30:00  0:38.650,81600,1.635,Long-Finned Pilot Whale,75004
7500400B,1095  B30:00  0:40.331,81600,1.642,Long-Finned Pilot Whale,75004
7500400C,1095  B30:00  0:42.261,81600,2.967,Long-Finned Pilot Whale,75004
7500400E,1095  B30:00  0:46.963,81600,8.142,Long-Finned Pilot Whale,75004
7500400F,1095  B30:00  0:55.362,81600,1.942,Long-Finned Pilot Whale,75004
7500400G,1095  B30:00  0:56.139,81600,1.147,Long-Finned Pilot Whale,75004
7500400H,1095  B30:00  0:57.192,81600,1.392,Long-Finned Pilot Whale,75004
7500400I,1095  B30:00  1:00.110,81600,1.615,Long-Finned Pilot Whale,75004
7500400J,1095  B30:00  1:02.292,81600,0.875,Long-Finned Pilot Whale,75004
7500400K,1095  B30:00  1:03.111,81600,1.241,Long-Finned Pilot Whale,75004
7500400L,1095  B30:00  1:08.278,81600,1.811,Long-Finned Pilot Whale,75004
7500400M,1095  B30:00  1:10.871,81600,1.589,Long-Finned Pilot Whale,75004
7500400N,1095  B30:00  1:13.562,81600,1.570,Long-Finned Pilot Whale,75004
7500400O,1095  B30:00  1:14.958,81600,3.350,Long-Finned Pilot Whale,75004
7500400P,1095  B30:00  1:19.089,81600,3.446,Long-Finned Pilot Whale,75004
7500400Q,1095  B30:00  1:22.344,81600,4.152,Long-Finned Pilot Whale,75004
7500400R,1095  B30:00  1:30.007,81600,1.862,Long-Finned Pilot Whale,75004
7500400S,1095  B30:00  1:32.091,81600,3.369,Long-Finned Pilot Whale,75004
7500400T,1095  B30:00  1:58.545,81600,1.112,Long-Finned Pilot Whale,75004
7500400U,1095  B30:00  2:00.619,81600,0.278,Long-Finned Pilot Whale,75004
7500400V,1095  B30:00  2:00.842,81600,0.250,Long-Finned Pilot Whale,75004
7500400W,1095  B30:00  2:01.093,81600,0.179,Long-Finned Pilot Whale,75004
7500400X,1095  B30:00  2:01.267,81600,0.100,Long-Finned Pilot Whale,75004
7500400Y,1095  B30:00  2:01.509,81600,0.104,Long-Finned Pilot Whale,75004
7500400Z,1095  B30:00  2:02.833,81600,0.153,Long-Finned Pilot Whale,75004
75004010,1095  B30:00  2:03.153,81600,0.723,Long-Finned Pilot Whale,75004
75004011,1095  B30:00  2:03.809,81600,0.736,Long-Finned Pilot Whale,75004
75004012,1095  B30:00  2:05.466,81600,0.154,Long-Finned Pilot Whale,75004
75004013,1095  B30:00  2:11.817,81600,0.133,Long-Finned Pilot Whale,75004
75004014,1095  B30:00  2:12.390,81600,0.097,Long-Finned Pilot Whale,75004
75004015,1095  B30:00  2:12.801,81600,0.682,Long-Finned Pilot Whale,75004
75004016,1095  B30:00  2:13.611,81600,0.762,Long-Finned Pilot Whale,75004
75004017,1095  B30:00  2:16.023,81600,0.884,Long-Finned Pilot Whale,75004
75004018,1095  B30:00  2:20.339,81600,1.080,Long-Finned Pilot Whale,75004
75004019,1095  B30:00  2:44.014,81600,1.246,Long-Finned Pilot Whale,75004
7500401A,1095  B30:00  2:47.446,81600,1.542,Long-Finned Pilot Whale,75004
7500401B,1095  B30:00  2:48.948,81600,1.381,Long-Finned Pilot Whale,75004
7500401C,1095  B30:00  2:52.159,81600,2.467,Long-Finned Pilot Whale,75004
7500401D,1095  B30:00  2:59.811,81600,1.683,Long-Finned Pilot Whale,75004
7500401E,1095  B30:00  3:02.705,81600,1.648,Long-Finned Pilot Whale,75004
7500401F,1095  B30:00  3:06.016,81600,2.125,Long-Finned Pilot Whale,75004
7500401G,1095  B30:00  3:12.267,81600,2.090,Long-Finned Pilot Whale,75004
7500401H,1095  B30:00  3:23.285,81600,2.100,Long-Finned Pilot Whale,75004
7500401I,1095  B30:00  3:28.300,81600,1.979,Long-Finned Pilot Whale,75004
7500401J,1095  B30:00  3:33.535,81600,1.974,Long-Finned Pilot Whale,75004
7500401K,1095  B30:00  3:37.439,81600,1.803,Long-Finned Pilot Whale,75004
7500401L,1095  B30:00  3:53.186,81600,1.291,Long-Finned Pilot Whale,75004
7500401M,1095  B30:00  4:24.464,81600,0.924,Long-Finned Pilot Whale,75004
7500401N,1095  B30:00  4:31.779,81600,1.859,Long-Finned Pilot Whale,75004
7500401O,1095  B30:00  4:39.055,81600,1.351,Long-Finned Pilot Whale,75004
7500401P,1095  B30:00  4:41.125,81600,1.587,Long-Finned Pilot Whale,75004
7500401Q,1095  B30:00  4:47.461,81600,1.085,Long-Finned Pilot Whale,75004
7500401R,1095  B30:00  4:50.109,81600,1.004,Long-Finned Pilot Whale,75004
7500401S,1095  B30:00  4:51.033,81600,1.125,Long-Finned Pilot Whale,75004
7500401T,1095  B30:00  4:56.590,81600,1.236,Long-Finned Pilot Whale,75004
7500401U,1095  B30:00  5:05.072,81600,1.517,Long-Finned Pilot Whale,75004
7500401V,1095  B30:00  5:11.815,81600,1.768,Long-Finned Pilot Whale,75004
7500401W,1095  B30:00  5:13.463,81600,1.085,Long-Finned Pilot Whale,75004
7500401X,1095  B30:00  5:30.460,81600,1.276,Long-Finned Pilot Whale,75004
7500401Y,1095  B30:00  5:31.651,81600,2.190,Long-Finned Pilot Whale,75004
7500401Z,1095  B30:00  5:36.183,81600,1.120,Long-Finned Pilot Whale,75004
75004020,1095  B30:00  5:42.645,81600,1.401,Long-Finned Pilot Whale,75004
75004021,1095  B30:00  6:45.413,81600,0.503,Long-Finned Pilot Whale,75004
75004022,1095  B30:00  6:46.200,81600,0.440,Long-Finned Pilot Whale,75004
75004023,1095  B30:00  6:46.698,81600,0.357,Long-Finned Pilot Whale,75004
75004024,1095  B30:00  6:47.536,81600,0.693,Long-Finned Pilot Whale,75004
75004025,1095  B30:00  6:49.625,81600,0.798,Long-Finned Pilot Whale,75004
75004026,1095  B30:00  6:53.792,81600,2.638,Long-Finned Pilot Whale,75004
75004027,1095  B30:00  6:56.213,81600,2.672,Long-Finned Pilot Whale,75004
75004028,1095  B30:00  6:59.456,81600,6.052,Long-Finned Pilot Whale,75004
75004029,1095  B30:00  7:09.064,81600,2.204,Long-Finned Pilot Whale,75004
7500402A,1095  B30:00  7:16.563,81600,1.333,Long-Finned Pilot Whale,75004
7500402B,1095  B30:00  7:18.086,81600,2.602,Long-Finned Pilot Whale,75004
7500402C,1095  B30:00  7:29.310,81600,1.178,Long-Finned Pilot Whale,75004
7500402D,1095  B30:00  7:32.523,81600,1.392,Long-Finned Pilot Whale,75004
7500402E,1095  B30:00  7:38.533,81600,1.951,Long-Finned Pilot Whale,75004
7500402F,1095  B30:00  7:42.634,81600,1.952,Long-Finned Pilot Whale,75004
7500402G,1095  B30:00  7:45.896,81600,1.418,Long-Finned Pilot Whale,75004
7500402H,1095  B30:00  7:49.988,81600,1.685,Long-Finned Pilot Whale,75004
7500402I,1095  B30:00  7:53.529,81600,1.686,Long-Finned Pilot Whale,75004
7500402J,1095  B30:00  8:01.024,81600,1.378,Long-Finned Pilot Whale,75004
7500402K,1095  B30:00  8:03.837,81600,2.120,Long-Finned Pilot Whale,75004
7500402L,1095  B30:00  8:08.837,81600,1.037,Long-Finned Pilot Whale,75004
7500402M,1095  B30:00  8:21.887,81600,1.276,Long-Finned Pilot Whale,75004
7500402N,1095  B30:00  8:23.664,81600,1.324,Long-Finned Pilot Whale,75004
7500402O,1095  B30:00  8:27.003,81600,1.521,Long-Finned Pilot Whale,75004
7500402P,1095  B30:00  8:28.365,81600,2.305,Long-Finned Pilot Whale,75004
7500402Q,1095  B30:00  8:31.414,81600,0.895,Long-Finned Pilot Whale,75004
7500402R,1095  B30:00  8:47.540,81600,1.784,Long-Finned Pilot Whale,75004
7500402S,1095  B30:00  8:49.928,81600,0.774,Long-Finned Pilot Whale,75004
7500402T,1095  B30:00  8:51.107,81600,1.036,Long-Finned Pilot Whale,75004
7500402U,1095  B30:00  8:53.574,81600,1.138,Long-Finned Pilot Whale,75004
7500402V,1095  B30:00  8:54.640,81600,1.227,Long-Finned Pilot Whale,75004
7500402W,1095  B30:00  9:08.133,81600,0.801,Long-Finned Pilot Whale,75004
7500402X,1095  B30:00  9:16.329,81600,0.869,Long-Finned Pilot Whale,75004
7500402Y,1095  B30:00  9:18.047,81600,0.633,Long-Finned Pilot Whale,75004
7500402Z,1095  B30:00  9:19.297,81600,0.550,Long-Finned Pilot Whale,75004
75004030,1095  B30:00  9:26.860,81600,0.831,Long-Finned Pilot Whale,75004
75004031,1095  B30:00  9:28.837,81600,2.115,Long-Finned Pilot Whale,75004
75004032,1095  B30:00  9:39.799,81600,1.774,Long-Finned Pilot Whale,75004
75004033,1095  B30:00  10:03.817,81600,1.386,Long-Finned Pilot Whale,75004
75004034,1095  B30:00  10:05.433,81600,0.697,Long-Finned Pilot Whale,75004
75004035,1095  B30:00  10:08.456,81600,1.002,Long-Finned Pilot Whale,75004
75004036,1095  B30:00  10:31.781,81600,1.614,Long-Finned Pilot Whale,75004
75004037,1095  B30:00  10:35.334,81600,1.006,Long-Finned Pilot Whale,75004
75004038,1095  B30:00  10:40.167,81600,0.991,Long-Finned Pilot Whale,75004
75004039,1095  B30:00  10:41.357,81600,0.406,Long-Finned Pilot Whale,75004
7500403A,1095  B30:00  10:43.073,81600,0.886,Long-Finned Pilot Whale,75004
7500403B,1095  B30:00  10:48.267,81600,0.656,Long-Finned Pilot Whale,75004
7500403C,1095  B30:00  10:48.918,81600,1.423,Long-Finned Pilot Whale,75004
7500403D,1095  B30:00  10:50.254,81600,1.488,Long-Finned Pilot Whale,75004
7500403E,1095  B30:00  10:52.845,81600,1.887,Long-Finned Pilot Whale,75004
7500403F,1095  B30:00  10:55.084,81600,1.109,Long-Finned Pilot Whale,75004
7500403G,1095  B30:00  11:00.222,81600,1.997,Long-Finned Pilot Whale,75004
7500403H,1095  B30:00  11:02.383,81600,0.401,Long-Finned Pilot Whale,75004
7500403I,1095  B30:00  11:06.753,81600,1.208,Long-Finned Pilot Whale,75004
7500403J,1095  B30:00  11:08.957,81600,2.251,Long-Finned Pilot Whale,75004
7500403K,1095  B30:00  11:14.281,81600,0.972,Long-Finned Pilot Whale,75004
7500403L,1095  B30:00  11:15.197,81600,1.956,Long-Finned Pilot Whale,75004
7500403M,1095  B30:00  11:20.147,81600,1.519,Long-Finned Pilot Whale,75004
7500403N,1095  B30:00  11:28.813,81600,1.067,Long-Finned Pilot Whale,75004
7500403O,1095  B30:00  11:31.646,81600,1.017,Long-Finned Pilot Whale,75004
7500403P,1095  B30:00  11:36.763,81600,0.736,Long-Finned Pilot Whale,75004
7500403Q,1095  B30:00  11:55.116,81600,0.952,Long-Finned Pilot Whale,75004
7500403R,1095  B30:00  13:37.852,81600,2.726,Long-Finned Pilot Whale,75004
7500403S,1095  B30:00  13:47.473,81600,2.293,Long-Finned Pilot Whale,75004
7500403T,1095  B30:00  14:13.186,81600,2.598,Long-Finned Pilot Whale,75004
7500403U,1095  B30:00  14:18.757,81600,1.576,Long-Finned Pilot Whale,75004
7500403V,1095  B30:00  14:35.688,81600,1.915,Long-Finned Pilot Whale,75004
7500403W,1095  B30:00  14:37.553,81600,2.819,Long-Finned Pilot Whale,75004
7500403X,1095  B30:00  14:40.948,81600,1.621,Long-Finned Pilot Whale,75004
7500403Y,1095  B30:00  14:44.764,81600,1.839,Long-Finned Pilot Whale,75004
75010001,223  B7:00.00  5:23.229,166600,1.767,Long-Finned Pilot Whale,75010
75010002,223  B7:00.00  5:25.220,166600,4.721,Long-Finned Pilot Whale,75010
75010003,223  B7:00.00  5:31.223,166600,1.847,Long-Finned Pilot Whale,75010
75010004,223  B7:00.00  5:44.463,166600,3.585,Long-Finned Pilot Whale,75010
75010005,223  B7:00.00  5:47.987,166600,4.054,Long-Finned Pilot Whale,75010
75010006,223  B7:00.00  5:59.043,166600,4.275,Long-Finned Pilot Whale,75010
75010007,223  B7:00.00  6:06.763,166600,3.226,Long-Finned Pilot Whale,75010
75010008,223  B7:00.00  6:12.244,166600,3.304,Long-Finned Pilot Whale,75010
75010009,1009  B5:00.00  14:59.704,166600,2.672,Long-Finned Pilot Whale,75010
7501000A,1009  B5:00.00  15:16.298,166600,2.143,Long-Finned Pilot Whale,75010
7501000B,1009  B5:00.00  15:19.104,166600,1.677,Long-Finned Pilot Whale,75010
7501000C,1009  B5:00.00  15:58.660,166600,3.593,Long-Finned Pilot Whale,75010
7501000D,1009  B5:00.00  16:36.038,166600,1.679,Long-Finned Pilot Whale,75010
7501000E,1009  B5:00.00  16:39.832,166600,1.954,Long-Finned Pilot Whale,75010
7501000F,1009  B5:00.00  17:07.881,166600,2.484,Long-Finned Pilot Whale,75010
7501000G,1009  B5:00.00  17:31.312,166600,2.428,Long-Finned Pilot Whale,75010
7501000H,1009  B5:00.00  17:34.283,166600,2.182,Long-Finned Pilot Whale,75010
7501000I,1009  B5:00.00  17:51.349,166600,2.118,Long-Finned Pilot Whale,75010
7501000J,1009  B5:00.00  18:03.215,166600,1.591,Long-Finned Pilot Whale,75010
7501000K,1009  B5:00.00  18:06.913,166600,1.345,Long-Finned Pilot Whale,75010
7501000L,1009  B5:00.00  18:13.554,166600,1.877,Long-Finned Pilot Whale,75010
7501000M,1009  B5:00.00  18:24.793,166600,2.023,Long-Finned Pilot Whale,75010
7501000N,1009  B5:00.00  18:27.491,166600,1.388,Long-Finned Pilot Whale,75010
7501000O,1009  B5:00.00  18:33.146,166600,1.435,Long-Finned Pilot Whale,75010
7501000P,1009  B5:00.00  18:38.052,166600,1.098,Long-Finned Pilot Whale,75010
7501000Q,1009  B5:00.00  18:42.340,166600,1.696,Long-Finned Pilot Whale,75010
7501000R,1009  B5:00.00  18:44.516,166600,1.794,Long-Finned Pilot Whale,75010
7501000S,1009  B5:00.00  18:47.213,166600,1.450,Long-Finned Pilot Whale,75010
7501000T,1009  B5:00.00  18:49.156,166600,2.320,Long-Finned Pilot Whale,75010
7501000U,1009  B5:00.00  18:51.477,166600,2.099,Long-Finned Pilot Whale,75010
7501000V,1009  B5:00.00  18:55.573,166600,1.819,Long-Finned Pilot Whale,75010
7501000W,1009  B5:00.00  18:57.509,166600,2.287,Long-Finned Pilot Whale,75010
7501000X,1090  B2:00.00  19:00.000,166600,2.701,Long-Finned Pilot Whale,75010
7501000Y,1090  B2:00.00  19:02.588,166600,3.143,Long-Finned Pilot Whale,75010
7501000Z,1090  B2:00.00  19:05.731,166600,2.776,Long-Finned Pilot Whale,75010
75010010,1090  B2:00.00  19:08.382,166600,2.185,Long-Finned Pilot Whale,75010
75010011,1090  B2:00.00  19:10.433,166600,3.053,Long-Finned Pilot Whale,75010
75010012,1090  B2:00.00  19:13.397,166600,1.961,Long-Finned Pilot Whale,75010
75010013,1090  B2:00.00  19:15.331,166600,3.107,Long-Finned Pilot Whale,75010
75010014,1090  B2:00.00  19:18.421,166600,3.152,Long-Finned Pilot Whale,75010
75010015,1090  B2:00.00  19:21.412,166600,1.719,Long-Finned Pilot Whale,75010
75010016,1090  B2:00.00  19:23.123,166600,3.331,Long-Finned Pilot Whale,75010
75010017,1090  B2:00.00  19:26.490,166600,1.513,Long-Finned Pilot Whale,75010
75010018,1090  B2:00.00  19:27.887,166600,2.310,Long-Finned Pilot Whale,75010
75010019,1090  B2:00.00  19:30.027,166600,2.068,Long-Finned Pilot Whale,75010
7501001A,1090  B2:00.00  19:32.096,166600,2.006,Long-Finned Pilot Whale,75010
7501001B,1090  B2:00.00  19:34.013,166600,1.844,Long-Finned Pilot Whale,75010
7501001C,1090  B2:00.00  19:35.804,166600,2.722,Long-Finned Pilot Whale,75010
7501001D,1090  B2:00.00  19:38.625,166600,1.997,Long-Finned Pilot Whale,75010
7501001E,1090  B2:00.00  19:40.541,166600,2.006,Long-Finned Pilot Whale,75010
7501001F,1090  B2:00.00  19:42.503,166600,3.026,Long-Finned Pilot Whale,75010
75011001,389  B47.50  36.64,40960,3.781,Sperm Whale,75011
75011002,389  B47.50  41.36,40960,3.781,Sperm Whale,75011
75011003,338  B47.50  5.921,40960,3.781,Sperm Whale,75011
75011004,338  B47.50  20.74,40960,3.781,Sperm Whale,75011
75011005,198  B6:00.00  0:00.061,166600,2.027,Sperm Whale,75011
75011006,198  B6:00.00  0:07.280,166600,2.566,Sperm Whale,75011
75011007,198  B6:00.00  0:15.786,166600,2.449,Long-Finned Pilot Whale,75011
75011008,198  B6:00.00  0:18.961,166600,2.196,Sperm Whale,75011
75011009,198  B6:00.00  0:22.149,166600,2.285,Sperm Whale,75011
7501100A,198  B6:00.00  0:24.524,166600,2.627,Long-Finned Pilot Whale,75011
7501100B,198  B6:00.00  0:27.151,166600,1.833,Sperm Whale,75011
7501100C,198  B6:00.00  0:31.531,166600,2.217,Sperm Whale,75011
7501100D,198  B6:00.00  0:34.179,166600,2.333,Sperm Whale,75011
7501100E,198  B6:00.00  0:39.366,166600,2.401,Sperm Whale,75011
7501100F,198  B6:00.00  0:46.804,166600,2.750,Sperm Whale,75011
7501100G,198  B6:00.00  0:50.088,166600,1.827,Long-Finned Pilot Whale,75011
7501100H,198  B6:00.00  0:52.073,166600,3.106,Long-Finned Pilot Whale,75011
7501100I,198  B6:00.00  0:55.179,166600,1.594,Long-Finned Pilot Whale,75011
7501100J,198  B6:00.00  1:01.146,166600,2.353,Long-Finned Pilot Whale,75011
7501100K,198  B6:00.00  1:03.500,166600,2.066,Long-Finned Pilot Whale,75011
7501100L,198  B6:00.00  1:12.697,166600,3.893,Long-Finned Pilot Whale,75011
7501100M,198  B6:00.00  1:17.233,166600,2.087,Long-Finned Pilot Whale,75011
7501100N,198  B6:00.00  1:21.788,166600,2.048,Long-Finned Pilot Whale,75011
7501100O,198  B6:00.00  1:33.189,166600,2.613,Long-Finned Pilot Whale,75011
7501100P,198  B6:00.00  1:35.802,166600,2.585,Long-Finned Pilot Whale,75011
7501100Q,198  B6:00.00  2:09.252,166600,1.756,Long-Finned Pilot Whale,75011
7501100R,198  B6:00.00  2:11.469,166600,1.679,Long-Finned Pilot Whale,75011
7501100S,198  B6:00.00  2:13.901,166600,1.728,Long-Finned Pilot Whale,75011
7501100T,198  B6:00.00  2:15.608,166600,1.728,Long-Finned Pilot Whale,75011
7501100U,198  B6:00.00  2:17.726,166600,1.895,Long-Finned Pilot Whale,75011
7501100V,198  B6:00.00  2:20.402,166600,2.989,Long-Finned Pilot Whale,75011
7501100W,198  B6:00.00  2:23.413,166600,3.198,Long-Finned Pilot Whale,75011
7501100X,198  B6:00.00  2:26.598,166600,2.682,Long-Finned Pilot Whale,75011
7501100Y,198  B6:00.00  2:29.706,166600,3.184,Long-Finned Pilot Whale,75011
7501100Z,198  B6:00.00  2:34.270,166600,2.446,Long-Finned Pilot Whale,75011
75011010,198  B6:00.00  2:38.654,166600,2.878,Long-Finned Pilot Whale,75011
75011011,198  B6:00.00  2:48.222,166600,3.644,Long-Finned Pilot Whale,75011
75011012,198  B6:00.00  2:52.100,166600,3.671,Long-Finned Pilot Whale,75011
75011013,198  B6:00.00  2:56.739,166600,3.693,Sperm Whale,75011
75011014,198  B6:00.00  3:00.377,166600,2.514,Sperm Whale,75011
75011015,198  B6:00.00  3:03.856,166600,2.511,Long-Finned Pilot Whale,75011
75011016,198  B6:00.00  3:08.423,166600,3.113,Long-Finned Pilot Whale,75011
75011017,198  B6:00.00  3:14.050,166600,2.359,Long-Finned Pilot Whale,75011
75011018,198  B6:00.00  3:18.112,166600,3.423,Long-Finned Pilot Whale,75011
75011019,198  B6:00.00  3:26.931,166600,3.732,Long-Finned Pilot Whale,75011
7501101A,198  B6:00.00  3:35.576,166600,2.127,Long-Finned Pilot Whale,75011
7501101B,198  B6:00.00  3:37.858,166600,3.326,Long-Finned Pilot Whale,75011
7501101C,198  B6:00.00  3:43.253,166600,2.997,Long-Finned Pilot Whale,75011
7501101D,198  B6:00.00  3:51.395,166600,3.345,Long-Finned Pilot Whale,75011
7501101E,198  B6:00.00  3:56.791,166600,3.481,Long-Finned Pilot Whale,75011
7501101F,198  B6:00.00  4:10.832,166600,3.113,Long-Finned Pilot Whale,75011
7501101G,198  B6:00.00  4:22.834,166600,3.837,Long-Finned Pilot Whale,75011
7501101H,198  B6:00.00  4:55.017,166600,3.854,Sperm Whale,75011
7501101I,198  B6:00.00  5:11.648,166600,3.588,Sperm Whale,75011
7501101J,198  B6:00.00  5:16.234,166600,2.791,Long-Finned Pilot Whale,75011
7501101K,198  B6:00.00  5:29.492,166600,2.791,Sperm Whale,75011
7501101L,198  B6:00.00  5:33.403,166600,2.133,Sperm Whale,75011
7501101M,198  B6:00.00  5:36.908,166600,2.215,Sperm Whale,75011
7501101N,198  B6:00.00  5:40.221,166600,3.310,Sperm Whale,75011
7501101O,198  B6:00.00  5:43.504,166600,2.149,Sperm Whale,75011
7501101P,198  B6:00.00  5:45.825,166600,3.942,Sperm Whale,75011
7501101Q,198  B6:00.00  5:49.781,166600,3.507,Sperm Whale,75011
7501101R,198  B6:00.00  5:54.285,166600,3.204,Sperm Whale,75011
7501101S,409  B6:00.00  6:03.542,166600,3.865,Sperm Whale,75011
7501101T,409  B6:00.00  6:06.649,166600,2.008,Sperm Whale,75011
7501101U,409  B6:00.00  6:08.617,166600,2.904,Sperm Whale,75011
7501101V,409  B6:00.00  6:11.603,166600,3.745,Sperm Whale,75011
7501101W,409  B6:00.00  6:16.204,166600,3.162,Sperm Whale,75011
7501101X,409  B6:00.00  6:19.379,166600,3.311,Sperm Whale,75011
7501101Y,409  B6:00.00  6:31.458,166600,3.718,Long-Finned Pilot Whale,75011
7501101Z,409  B6:00.00  7:48.829,166600,2.985,Long-Finned Pilot Whale,75011
75011020,409  B6:00.00  8:06.702,166600,2.565,Long-Finned Pilot Whale,75011
75011021,409  B6:00.00  8:40.156,166600,3.107,Sperm Whale,75011
75011022,409  B6:00.00  8:43.983,166600,2.565,Sperm Whale,75011
75011023,409  B6:00.00  8:48.204,166600,3.230,Sperm Whale,75011
75011024,409  B6:00.00  8:51.434,166600,3.962,Sperm Whale,75011
75011025,409  B6:00.00  8:56.645,166600,2.673,Sperm Whale,75011
75011029,409  B6:00.00  9:25.159,166600,2.714,Sperm Whale,75011
7501102A,409  B6:00.00  9:28.077,166600,1.981,Sperm Whale,75011
7501102B,409  B6:00.00  9:31.076,166600,2.863,Sperm Whale,75011
7501102C,409  B6:00.00  9:33.939,166600,2.307,Sperm Whale,75011
7501102D,409  B6:00.00  9:40.209,166600,3.216,Sperm Whale,75011
7501102E,409  B6:00.00  9:57.730,166600,2.198,Long-Finned Pilot Whale,75011
7501102F,409  B6:00.00  10:00.390,166600,3.107,Long-Finned Pilot Whale,75011
7501102G,409  B6:00.00  10:13.378,166600,2.442,Long-Finned Pilot Whale,75011
7501102H,409  B6:00.00  11:17.734,166600,3.596,Sperm Whale,75011
7501102I,409  B6:00.00  11:20.448,166600,3.840,Sperm Whale,75011
7501102J,409  B6:00.00  11:24.750,166600,3.555,Sperm Whale,75011
7501102K,409  B6:00.00  11:52.448,166600,3.772,Long-Finned Pilot Whale,75011
7501102L,655  B6:00.00  12:08.174,166600,2.146,Long-Finned Pilot Whale,75011
7501102M,655  B6:00.00  12:16.003,166600,2.183,Long-Finned Pilot Whale,75011
7501102N,655  B6:00.00  12:27.057,166600,2.171,Long-Finned Pilot Whale,75011
7501102O,655  B6:00.00  12:30.333,166600,2.158,Long-Finned Pilot Whale,75011
7501102P,655  B6:00.00  12:33.583,166600,1.662,Long-Finned Pilot Whale,75011
7501102Q,655  B6:00.00  12:37.988,166600,3.225,Long-Finned Pilot Whale,75011
7501102R,655  B6:00.00  12:43.261,166600,3.002,Long-Finned Pilot Whale,75011
7501102S,655  B6:00.00  12:47.727,166600,3.064,Long-Finned Pilot Whale,75011
7501102T,655  B6:00.00  12:50.792,166600,3.039,Long-Finned Pilot Whale,75011
